location,total_sqft,bath,price,bhk,price_per_sqft
Banashankari,1330.0,2.0,78.0,2,5864.661654135339
other,1853.0,3.0,82.0,3,4425.256341068538
Bannerghatta Road,1600.0,3.0,95.0,3,5937.5
other,1256.0,2.0,62.8,2,5000.0
other,1390.0,2.0,80.0,3,5755.395683453237
other,1550.0,2.0,90.0,3,5806.451612903225
Hebbal,919.0,2.0,49.0,2,5331.882480957563
Margondanahalli,1625.0,3.0,80.0,3,4923.076923076923
Gunjur,1195.0,2.0,44.0,2,3682.0083682008367
Yelenahalli,1159.0,2.0,60.0,2,5176.8766177739435
Whitefield,1386.0,3.0,57.46,3,4145.743145743146
Harlur,1197.0,2.0,79.0,2,6599.832915622389
Whitefield,1132.0,2.0,79.28,2,7003.533568904593
Hebbal,1645.0,3.0,135.0,3,8206.686930091186
Whitefield,1200.0,2.0,45.84,2,3820.0
Marathahalli,1937.0,3.0,140.0,3,7227.671657201859
Doddathoguru,1015.0,2.0,33.5,2,3300.4926108374384
other,1080.0,2.0,39.0,2,3611.1111111111113
Kathriguppe,1350.0,2.0,80.99,3,5999.259259259258
Kothanur,1185.0,2.0,59.0,2,4978.9029535864975
Domlur,1720.0,3.0,135.0,3,7848.837209302325
other,1500.0,3.0,87.0,3,5800.0
Yelahanka,1566.0,3.0,97.0,3,6194.125159642401
KR Puram,1290.0,2.0,49.02,2,3800.0
other,1531.0,3.0,72.0,3,4702.808621815807
Whitefield,1140.0,2.0,39.0,2,3421.0526315789475
Kaval Byrasandra,1100.0,2.0,46.0,2,4181.818181818182
other,1200.0,2.0,55.0,2,4583.333333333333
Bannerghatta,1618.0,3.0,68.0,3,4202.719406674907
Anandapura,1141.0,2.0,42.75,2,3746.7134092900965
AECS Layout,1080.0,2.0,55.0,2,5092.592592592592
HBR Layout,1200.0,2.0,60.0,2,5000.0
Varthur,1111.0,2.0,41.88,2,3769.57695769577
NGR Layout,1022.0,2.0,45.9,2,4491.19373776908
Bannerghatta Road,1275.0,2.0,65.0,2,5098.0392156862745
Rachenahalli,1224.0,2.0,39.2,2,3202.614379084968
Battarahalli,1135.0,2.0,43.0,2,3788.546255506608
Rachenahalli,1050.0,2.0,52.1,2,4961.9047619047615
Kudlu Gate,1535.0,3.0,86.0,3,5602.605863192182
Bellandur,1050.0,2.0,72.0,2,6857.142857142857
Hosa Road,1513.0,3.0,103.0,3,6807.666886979511
Gottigere,1621.0,3.0,72.0,3,4441.702652683529
Whitefield,1205.0,2.0,40.0,2,3319.5020746887967
Hebbal,1355.0,3.0,83.87,3,6189.667896678967
Horamavu Agara,1079.0,2.0,41.0,2,3799.8146431881373
Begur Road,1170.0,2.0,46.0,2,3931.6239316239316
Doddathoguru,1104.0,2.0,39.0,2,3532.608695652174
Kanakpura Road,950.0,2.0,45.0,2,4736.8421052631575
Kogilu,1559.0,3.0,127.0,3,8146.247594611931
other,1100.0,2.0,38.0,2,3454.5454545454545
Ramagondanahalli,1215.0,2.0,45.5,2,3744.855967078189
Talaghattapura,1868.0,3.0,135.0,3,7226.980728051391
Electronic City,1130.0,2.0,32.63,2,2887.610619469027
Kanakpura Road,1570.0,3.0,64.5,3,4108.28025477707
Sarjapur  Road,1691.0,3.0,98.0,3,5795.38734476641
Hulimavu,1225.0,2.0,55.0,2,4489.7959183673465
JP Nagar,1690.0,3.0,112.0,3,6627.218934911242
Thigalarapalya,1418.0,2.0,103.0,2,7263.7517630465445
Iblur Village,1400.0,2.0,68.0,2,4857.142857142857
Kudlu,1092.0,2.0,44.0,2,4029.3040293040294
Hulimavu,1255.0,2.0,74.0,2,5896.414342629482
Electronic City,1500.0,2.0,100.0,3,6666.666666666667
Thanisandra,1296.0,2.0,72.0,2,5555.555555555556
Horamavu Banaswadi,925.0,2.0,38.0,2,4108.108108108108
Raja Rajeshwari Nagar,1023.0,2.0,42.0,2,4105.571847507332
Thanisandra,1020.0,2.0,44.5,2,4362.745098039216
Choodasandra,1530.0,3.0,77.0,3,5032.679738562091
Gubbalala,1650.0,3.0,71.0,3,4303.030303030303
other,1605.0,2.0,85.0,3,5295.95015576324
Kogilu,1190.0,2.0,50.66,2,4257.142857142857
Jakkur,1374.0,3.0,68.0,3,4949.0538573508
6th Phase JP Nagar,1140.0,2.0,65.0,2,5701.754385964912
Green Glen Layout,1725.0,3.0,130.0,3,7536.231884057971
Kannamangala,1574.0,3.0,93.34,3,5930.114358322745
Marathahalli,1550.0,3.0,83.0,3,5354.8387096774195
other,1205.0,2.0,60.0,2,4979.253112033195
Kanakpura Road,1452.0,3.0,60.98,3,4199.724517906336
other,1125.0,2.0,44.0,2,3911.1111111111113
other,1200.0,2.0,70.0,2,5833.333333333333
Pai Layout,1255.0,2.0,80.0,2,6374.501992031873
Somasundara Palya,1329.0,2.0,70.0,2,5267.11813393529
Chandapura,1200.0,2.0,60.0,2,5000.0
Hormavu,1500.0,3.0,70.0,3,4666.666666666667
Bannerghatta Road,1880.0,3.0,95.0,3,5053.191489361702
Electronic City,1440.0,2.0,55.0,3,3819.4444444444443
Akshaya Nagar,1575.0,3.0,90.0,3,5714.285714285715
other,1630.0,2.0,97.78,3,5998.773006134969
other,1090.0,2.0,36.0,2,3302.7522935779816
NGR Layout,1020.0,2.0,48.45,2,4750.0
Varthur,1097.0,2.0,33.82,2,3082.9535095715587
Raja Rajeshwari Nagar,1070.0,2.0,50.0,2,4672.897196261682
Kumaraswami Layout,1000.0,2.0,58.0,2,5800.0
other,1150.0,2.0,56.0,2,4869.565217391304
other,1141.0,2.0,49.0,2,4294.478527607362
Jigani,937.0,2.0,44.0,2,4695.837780149413
Green Glen Layout,1075.0,2.0,60.0,2,5581.395348837209
Panathur,1000.0,2.0,65.3,2,6530.0
Kasavanhalli,1450.0,3.0,77.41,3,5338.620689655172
other,936.0,2.0,43.0,2,4594.017094017094
other,1280.0,2.0,75.0,2,5859.375
Babusapalaya,1050.0,2.0,45.0,2,4285.714285714285
Marathahalli,1350.0,2.0,86.0,2,6370.37037037037
Mallasandra,1325.0,2.0,70.0,2,5283.018867924528
Devanahalli,1174.0,2.0,59.0,2,5025.553662691653
Yelahanka,1653.0,3.0,120.0,3,7259.528130671506
other,1100.0,2.0,50.0,2,4545.454545454545
Billekahalli,1140.0,2.0,50.0,2,4385.964912280701
other,1200.0,2.0,100.0,2,8333.333333333334
Kudlu Gate,1532.0,3.0,83.0,3,5417.754569190601
Padmanabhanagar,1531.0,2.0,75.0,3,4898.758981058132
Uttarahalli,1325.0,2.0,53.0,2,4000.0
Bannerghatta Road,1260.0,2.0,70.0,2,5555.555555555556
Malleshpalya,1060.0,2.0,40.0,2,3773.5849056603774
Kasavanhalli,1476.0,3.0,95.0,3,6436.314363143631
Murugeshpalya,1185.0,2.0,85.0,2,7172.995780590717
other,1196.0,2.0,56.81,2,4750.0
EPIP Zone,1280.0,2.0,69.0,2,5390.625
Hulimavu,1175.0,2.0,45.0,2,3829.7872340425533
other,1850.0,3.0,98.0,3,5297.2972972972975
Whitefield,1195.0,2.0,70.0,2,5857.740585774059
Hosur Road,1180.0,2.0,36.5,2,3093.2203389830506
Jakkur,1050.0,2.0,49.87,2,4749.523809523809
other,1030.0,2.0,77.25,2,7500.0
Subramanyapura,929.0,2.0,48.0,2,5166.846071044133
Green Glen Layout,1485.0,3.0,115.0,3,7744.107744107744
Hennur Road,1482.0,2.0,97.0,3,6545.209176788124
Sector 7 HSR Layout,1163.0,2.0,98.86,2,8500.42992261393
Prithvi Layout,1352.0,2.0,75.0,2,5547.337278106509
Electronic City,1152.0,2.0,65.0,2,5642.361111111111
other,1575.0,3.0,93.0,3,5904.761904761905
Marathahalli,957.0,2.0,47.0,2,4911.180773249739
Neeladri Nagar,1060.0,2.0,35.0,2,3301.8867924528304
other,975.0,2.0,50.0,2,5128.205128205128
Ramamurthy Nagar,1150.0,2.0,51.0,2,4434.782608695652
Whitefield,1738.0,2.0,79.0,3,4545.454545454545
Bannerghatta Road,1788.0,3.0,90.0,3,5033.557046979866
Kanakapura,1151.0,2.0,59.0,2,5125.977410947003
Garudachar Palya,1150.0,2.0,52.8,2,4591.304347826087
other,1380.0,2.0,75.0,2,5434.782608695652
Hebbal,1645.0,3.0,117.0,3,7112.462006079028
Babusapalaya,1141.0,2.0,45.9,2,4022.787028921998
7th Phase JP Nagar,1175.0,2.0,82.5,2,7021.276595744681
other,1355.0,2.0,61.0,3,4501.845018450184
Dasarahalli,1150.0,2.0,70.0,2,6086.95652173913
other,1000.0,2.0,45.0,2,4500.0
Balagere,1007.0,2.0,65.0,2,6454.816285998014
Kothanur,1436.0,3.0,70.0,3,4874.651810584958
Rayasandra,1016.0,2.0,58.0,2,5708.6614173228345
Dodda Nekkundi,1100.0,2.0,48.0,2,4363.636363636364
other,1080.0,2.0,45.0,2,4166.666666666667
Electronic City,1070.0,2.0,60.0,2,5607.476635514019
Kadubeesanahalli,1532.0,3.0,115.0,3,7506.527415143603
Hennur,1040.0,2.0,42.12,2,4050.0
Tumkur Road,1137.5,2.0,48.905,2,4299.340659340659
other,1190.0,2.0,100.0,2,8403.361344537816
other,1827.0,3.0,100.0,3,5473.453749315819
HRBR Layout,1210.0,2.0,75.0,2,6198.347107438017
other,1500.0,3.0,95.0,3,6333.333333333333
Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
Hebbal,1251.0,2.0,88.73,2,7092.725819344524
Electronic City,1128.0,2.0,65.5,2,5806.737588652482
Budigere,1820.0,3.0,93.0,3,5109.89010989011
Raja Rajeshwari Nagar,1510.0,2.0,59.0,3,3907.2847682119204
Kumaraswami Layout,1000.0,2.0,36.0,2,3600.0
KR Puram,1752.0,3.0,145.0,3,8276.255707762557
Sahakara Nagar,960.0,2.0,56.0,2,5833.333333333333
other,1180.0,2.0,63.0,2,5338.983050847458
Lakshminarayana Pura,1200.0,2.0,75.0,2,6250.0
Bannerghatta Road,1157.0,2.0,40.0,2,3457.216940363008
Jakkur,1290.0,2.0,80.0,2,6201.550387596899
Hoskote,1170.0,2.0,45.0,2,3846.153846153846
Yelachenahalli,1400.0,2.0,78.0,2,5571.428571428572
Lakshminarayana Pura,1200.0,2.0,75.0,2,6250.0
Hormavu,1725.0,3.0,85.0,3,4927.536231884058
Hoodi,1112.0,2.0,88.0,2,7913.669064748202
Somasundara Palya,1178.0,2.0,78.0,2,6621.392190152801
Badavala Nagar,1274.0,2.0,81.0,2,6357.9277864992155
other,1540.0,3.0,68.0,3,4415.584415584415
other,1206.0,2.0,38.5,2,3192.3714759535656
other,1645.0,3.0,95.0,3,5775.075987841945
Yelenahalli,1056.0,2.0,33.0,2,3125.0
Kanakpura Road,1450.0,3.0,54.3,3,3744.8275862068967
other,1161.0,2.0,36.69,2,3160.206718346253
other,1097.0,2.0,65.0,2,5925.2506836827715
Green Glen Layout,1715.0,3.0,115.0,3,6705.539358600583
Electronic City,1200.0,2.0,59.0,2,4916.666666666667
8th Phase JP Nagar,1080.0,2.0,38.0,2,3518.5185185185187
Kasavanhalli,1200.0,2.0,50.3,2,4191.666666666667
Banashankari,1400.0,2.0,78.0,3,5571.428571428572
Marathahalli,1230.0,2.0,57.0,2,4634.1463414634145
Kalyan nagar,1640.0,3.0,88.0,3,5365.8536585365855
Banashankari,1700.0,3.0,125.0,3,7352.941176470588
Banashankari,1020.0,2.0,40.79,2,3999.0196078431372
Kanakapura,1110.0,2.0,38.85,2,3500.0
Uttarahalli,1627.86,3.0,88.0,3,5405.87028368533
Hosa Road,1133.0,2.0,52.0,2,4589.585172109444
Hennur Road,1182.0,2.0,82.5,2,6979.6954314720815
Tumkur Road,1500.0,3.0,100.0,3,6666.666666666667
Marathahalli,1200.0,2.0,58.0,2,4833.333333333333
Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
Amruthahalli,1100.0,2.0,45.0,2,4090.909090909091
Old Madras Road,1171.0,2.0,75.0,2,6404.782237403928
8th Phase JP Nagar,1059.0,2.0,34.5,2,3257.790368271955
Jakkur,1760.0,3.0,110.0,3,6250.0
Hebbal,1645.0,3.0,121.0,3,7355.623100303951
Whitefield,1250.0,2.0,72.0,2,5760.0
Whitefield,1340.0,2.0,77.0,2,5746.268656716418
Hosa Road,1369.1,2.0,104.0,2,7596.231100723103
other,1355.0,2.0,75.0,2,5535.055350553505
Bannerghatta Road,1150.0,2.0,65.0,2,5652.173913043478
Kanakapura,1938.0,3.0,113.0,3,5830.7533539731685
Budigere,1636.0,3.0,85.0,3,5195.59902200489
Akshaya Nagar,1430.0,2.0,75.0,3,5244.755244755244
other,2000.0,3.0,85.0,3,4250.0
Kanakpura Road,1700.0,3.0,88.0,3,5176.470588235294
Yelahanka,1270.0,2.0,78.0,2,6141.7322834645665
Anjanapura,1500.0,3.0,121.0,3,8066.666666666667
Marathahalli,1650.0,3.0,86.45,3,5239.393939393939
Panathur,1109.0,2.0,63.0,2,5680.793507664563
other,1280.0,2.0,49.75,2,3886.71875
Kothanur,1462.0,3.0,71.0,3,4856.361149110807
EPIP Zone,1125.0,2.0,65.0,2,5777.777777777777
CV Raman Nagar,1825.0,3.0,126.0,3,6904.109589041096
Whitefield,1320.0,2.0,79.5,2,6022.727272727273
Yelahanka,1400.0,2.0,80.54,3,5752.857142857143
Poorna Pragna Layout,965.0,2.0,48.0,2,4974.093264248705
KR Puram,1100.0,2.0,43.0,2,3909.090909090909
Whitefield,1180.0,2.0,41.0,2,3474.576271186441
HSR Layout,1145.0,2.0,48.0,2,4192.139737991266
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
other,1215.0,2.0,49.85,2,4102.880658436214
Hegde Nagar,1200.0,2.0,75.0,2,6250.0
Kenchenahalli,1015.0,2.0,58.0,2,5714.285714285715
other,1076.0,2.0,52.0,2,4832.71375464684
JP Nagar,1300.0,2.0,109.0,2,8384.615384615385
Hebbal Kempapura,1300.0,2.0,102.0,2,7846.153846153846
Hosa Road,1512.0,3.0,123.0,3,8134.920634920635
Hormavu,1153.0,2.0,65.0,2,5637.467476149176
Hulimavu,1255.0,2.0,69.0,2,5498.00796812749
Marathahalli,1583.0,3.0,109.0,3,6885.6601389766265
other,1505.0,2.0,90.0,2,5980.066445182724
Kathriguppe,1365.0,2.0,75.08,3,5500.3663003663005
Subramanyapura,975.0,2.0,63.0,2,6461.538461538462
other,1250.0,2.0,39.0,2,3120.0
other,1530.0,2.0,97.0,3,6339.869281045751
Channasandra,1115.0,2.0,40.0,2,3587.4439461883408
Sarjapur  Road,1308.0,2.0,83.0,2,6345.565749235474
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
Uttarahalli,1490.0,2.0,59.6,3,4000.0
Sarjapur  Road,1592.0,3.0,91.0,3,5716.08040201005
Raja Rajeshwari Nagar,1267.0,2.0,42.85,2,3382.004735595896
Thanisandra,1698.0,3.0,102.0,3,6007.067137809187
other,1500.0,3.0,70.0,3,4666.666666666667
Electronic City,1152.0,2.0,65.75,2,5707.465277777777
other,900.0,2.0,42.0,2,4666.666666666667
Akshaya Nagar,1419.0,2.0,73.0,3,5144.46793516561
Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
Gottigere,990.0,2.0,40.0,2,4040.40404040404
Sarjapur  Road,1016.0,2.0,45.0,2,4429.133858267716
Bannerghatta Road,1100.0,2.0,39.0,2,3545.4545454545455
Whitefield,1095.0,2.0,35.0,2,3196.3470319634703
other,2000.0,3.0,85.0,3,4250.0
Budigere,1444.0,2.0,70.0,2,4847.645429362881
Whitefield,1415.0,2.0,67.0,2,4734.982332155477
other,1600.0,3.0,72.0,3,4500.0
Whitefield,1105.0,2.0,41.36,2,3742.9864253393666
Kanakpura Road,1080.0,2.0,37.8,2,3499.9999999999995
Talaghattapura,1856.0,3.0,135.0,3,7273.706896551724
Haralur Road,1464.0,3.0,56.0,3,3825.136612021858
Sarjapur  Road,1150.0,2.0,77.0,2,6695.652173913043
5th Phase JP Nagar,1485.0,2.0,67.0,3,4511.784511784512
Whitefield,1200.0,2.0,45.0,2,3750.0
Hennur Road,1036.0,2.0,59.46,2,5739.382239382239
other,1400.0,2.0,80.0,2,5714.285714285715
Bommanahalli,1110.0,2.0,33.0,2,2972.972972972973
Kodichikkanahalli,1150.0,2.0,48.0,2,4173.913043478261
Nagarbhavi,1400.0,2.0,85.0,3,6071.428571428572
Padmanabhanagar,1400.0,3.0,65.0,3,4642.857142857143
Whitefield,1700.0,3.0,140.0,3,8235.29411764706
Kanakpura Road,1591.0,3.0,120.0,3,7542.42614707731
Nagarbhavi,1515.0,2.0,79.0,3,5214.521452145214
Yeshwanthpur,1382.0,2.0,76.18,3,5512.301013024603
other,1100.0,2.0,38.0,2,3454.5454545454545
Yelahanka,1391.0,2.0,64.5,3,4636.951833213516
Begur Road,1160.0,2.0,42.92,2,3700.0
Kanakpura Road,1482.0,3.0,60.98,3,4114.7098515519565
Whitefield,1405.0,2.0,84.5,2,6014.234875444839
Gunjur,1190.0,2.0,40.0,2,3361.344537815126
Harlur,1174.0,2.0,78.0,2,6643.9522998296425
Seegehalli,1155.0,2.0,72.0,2,6233.766233766234
Thanisandra,1411.0,3.0,93.04,3,6593.905031892275
other,1000.0,2.0,30.0,2,3000.0
Jigani,923.0,2.0,50.0,2,5417.118093174431
Yeshwanthpur,1000.0,2.0,32.0,2,3200.0
Battarahalli,1276.0,2.0,45.0,2,3526.6457680250783
other,1460.0,3.0,70.0,3,4794.520547945205
other,1355.0,2.0,95.0,2,7011.070110701107
Ramamurthy Nagar,1200.0,2.0,48.0,2,4000.0
Koramangala,1594.0,3.0,125.0,3,7841.907151819322
Kothanur,1790.0,3.0,105.0,3,5865.921787709497
NGR Layout,1020.0,2.0,45.0,2,4411.764705882353
other,1037.0,2.0,36.28,2,3498.553519768563
Kodichikkanahalli,1070.0,2.0,43.0,2,4018.691588785047
Yeshwanthpur,1385.0,2.0,76.18,3,5500.3610108303255
Kanakpura Road,1207.0,2.0,79.9,2,6619.718309859156
Varthur,1140.0,2.0,55.5,2,4868.421052631579
other,1220.0,2.0,68.0,2,5573.770491803279
Sarjapur  Road,1965.0,3.0,120.0,3,6106.8702290076335
Haralur Road,1225.0,2.0,70.0,2,5714.285714285715
Marathahalli,1075.0,2.0,52.43,2,4877.209302325581
Panathur,1000.0,2.0,68.0,2,6800.0
Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
Yelahanka,1322.0,2.0,86.0,2,6505.295007564297
AECS Layout,1045.0,2.0,36.58,2,3500.4784688995214
other,1545.0,3.0,85.0,3,5501.6181229773465
Thanisandra,1996.0,3.0,135.0,3,6763.527054108216
Brookefield,1125.0,2.0,70.0,2,6222.222222222223
Mysore Road,1560.0,3.0,115.0,3,7371.794871794872
other,1350.0,2.0,110.0,2,8148.148148148148
other,1350.0,2.0,41.0,2,3037.037037037037
Haralur Road,1464.0,3.0,56.0,3,3825.136612021858
Kanakpura Road,1570.0,3.0,64.5,3,4108.28025477707
Hoodi,1400.0,2.0,82.0,2,5857.142857142857
Bellandur,1310.0,2.0,72.0,2,5496.18320610687
Electronics City Phase 1,1175.0,2.0,57.0,2,4851.063829787234
Chikkalasandra,1428.0,2.0,80.0,3,5602.240896358543
Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
8th Phase JP Nagar,1080.0,2.0,35.0,2,3240.740740740741
Whitefield,1200.0,2.0,45.0,2,3750.0
Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
Sector 2 HSR Layout,1146.0,2.0,55.0,2,4799.301919720768
Sahakara Nagar,1048.0,2.0,50.0,2,4770.992366412213
Thanisandra,1801.0,3.0,115.0,3,6385.341476957246
Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
Whitefield,1150.0,2.0,90.0,2,7826.086956521739
Talaghattapura,1868.0,3.0,120.0,3,6423.982869379015
Harlur,1730.0,3.0,100.0,3,5780.346820809248
Somasundara Palya,1185.0,2.0,70.0,2,5907.172995780591
Kaval Byrasandra,1185.0,2.0,49.0,2,4135.021097046413
other,1150.0,2.0,49.0,2,4260.869565217391
Pai Layout,1075.0,2.0,35.0,2,3255.813953488372
Hebbal,1760.0,3.0,123.0,3,6988.636363636364
Banashankari,1600.0,2.0,63.98,2,3998.75
7th Phase JP Nagar,1215.0,2.0,90.0,2,7407.407407407408
EPIP Zone,1734.0,3.0,125.0,3,7208.76585928489
Akshaya Nagar,1280.0,2.0,60.0,2,4687.5
Rachenahalli,1113.0,2.0,55.0,2,4941.599281221923
Horamavu Banaswadi,1272.0,2.0,48.0,2,3773.5849056603774
Yelahanka,1100.0,2.0,70.0,2,6363.636363636364
BTM 2nd Stage,1200.0,2.0,35.0,2,2916.6666666666665
other,1096.0,2.0,48.0,2,4379.56204379562
other,1094.0,2.0,44.0,2,4021.9378427787933
other,1100.0,2.0,49.0,2,4454.545454545455
Nagarbhavi,1145.0,2.0,40.0,2,3493.4497816593885
Rachenahalli,1550.0,3.0,74.5,3,4806.451612903225
Hoodi,1746.0,3.0,84.95,3,4865.406643757159
Thigalarapalya,1207.0,2.0,62.0,2,5136.702568351284
Thanisandra,1678.0,3.0,125.0,3,7449.344457687724
Kaggalipura,950.0,2.0,50.0,2,5263.1578947368425
Electronic City,1070.0,2.0,55.0,2,5140.186915887851
Ardendale,1732.46,3.0,92.0,3,5310.367916142364
Marathahalli,1360.0,2.0,103.0,2,7573.529411764706
Sarjapur  Road,985.0,2.0,49.0,2,4974.619289340101
Dodda Nekkundi,1999.0,3.0,135.0,3,6753.376688344172
7th Phase JP Nagar,1050.0,2.0,75.0,2,7142.857142857143
Whitefield,1440.0,2.0,64.0,3,4444.444444444444
Ramagondanahalli,1253.0,2.0,52.66,2,4202.713487629689
Padmanabhanagar,1360.0,2.0,75.0,3,5514.705882352941
other,1086.0,2.0,47.5,2,4373.848987108656
Sarjapur  Road,1418.0,2.0,78.0,2,5500.705218617772
Kalena Agrahara,1270.0,2.0,100.0,2,7874.0157480314965
Begur Road,1410.0,2.0,52.17,3,3700.0
other,1150.0,2.0,74.0,2,6434.782608695652
other,1440.0,3.0,65.8,3,4569.444444444444
other,1200.0,2.0,75.0,2,6250.0
Electronic City,1060.0,2.0,58.0,2,5471.698113207547
Whitefield,1200.0,2.0,45.0,2,3750.0
KR Puram,950.0,2.0,40.0,2,4210.526315789473
other,1235.0,2.0,60.0,2,4858.299595141701
Sarjapur  Road,1200.0,2.0,93.0,2,7750.0
Bannerghatta Road,1400.0,3.0,68.0,3,4857.142857142857
Marathahalli,1220.0,2.0,58.5,2,4795.081967213115
Battarahalli,1880.0,3.0,94.36,3,5019.148936170212
Yelahanka,1200.0,2.0,70.0,2,5833.333333333333
other,1550.0,2.0,60.0,3,3870.967741935484
Lingadheeranahalli,1893.0,3.0,130.0,3,6867.406233491812
other,1650.0,3.0,75.0,3,4545.454545454545
other,1113.0,2.0,46.0,2,4132.973944294699
Sarjapur  Road,1586.0,3.0,70.0,3,4413.619167717528
Yelahanka New Town,1541.0,3.0,80.0,3,5191.434133679429
Haralur Road,1830.0,3.0,101.0,3,5519.12568306011
other,1200.0,2.0,48.0,2,4000.0
Bommasandra,1015.0,2.0,40.0,2,3940.886699507389
Raja Rajeshwari Nagar,1120.0,2.0,37.95,2,3388.3928571428573
Kanakpura Road,1900.0,3.0,99.0,3,5210.526315789473
Kanakpura Road,1290.0,2.0,80.0,2,6201.550387596899
Akshaya Nagar,1200.0,2.0,50.0,2,4166.666666666667
Hormavu,1150.0,2.0,53.11,2,4618.260869565217
Uttarahalli,1360.0,2.0,61.2,3,4500.0
other,935.0,2.0,32.73,2,3500.5347593582883
Cox Town,1730.0,3.0,140.0,3,8092.485549132948
Sarjapur  Road,1260.0,2.0,53.0,2,4206.349206349207
Marathahalli,950.0,2.0,45.68,2,4808.421052631579
Sarjapur  Road,1115.0,2.0,60.0,2,5381.165919282511
Koramangala,1900.0,3.0,150.0,3,7894.736842105263
Whitefield,1109.0,2.0,41.49,2,3741.2082957619477
9th Phase JP Nagar,1005.0,2.0,43.0,2,4278.606965174129
1st Phase JP Nagar,1394.0,2.0,100.0,2,7173.601147776184
Thanisandra,1265.0,2.0,82.0,2,6482.213438735178
other,1140.0,2.0,52.0,2,4561.403508771929
other,1050.0,2.0,40.0,2,3809.5238095238096
Thanisandra,1100.0,2.0,48.0,2,4363.636363636364
Varthur,1012.0,2.0,59.0,2,5830.0395256917
Yelahanka,1326.0,2.0,57.0,2,4298.6425339366515
Hebbal Kempapura,1654.0,2.0,85.0,3,5139.056831922612
Chikkalasandra,1070.0,2.0,42.8,2,4000.0
Whitefield,1700.0,3.0,95.0,3,5588.235294117647
Kogilu,1140.0,2.0,50.66,2,4443.859649122807
Kanakapura,945.0,2.0,47.0,2,4973.544973544974
Ramamurthy Nagar,1110.0,2.0,65.0,2,5855.855855855856
Electronic City,1025.0,2.0,54.1,2,5278.048780487805
other,1758.0,3.0,95.0,3,5403.86803185438
Kalyan nagar,1800.0,3.0,85.0,3,4722.222222222223
Doddathoguru,1140.0,2.0,32.0,2,2807.0175438596493
Raja Rajeshwari Nagar,1608.0,2.0,85.0,2,5286.0696517412935
Kadugodi,1645.0,2.0,82.0,3,4984.802431610942
Ramamurthy Nagar,1410.0,2.0,56.4,3,4000.0
Harlur,1200.0,2.0,52.0,2,4333.333333333333
Kalyan nagar,1080.0,2.0,73.0,2,6759.259259259259
other,1200.0,2.0,34.0,2,2833.3333333333335
Akshaya Nagar,1092.0,2.0,60.0,2,5494.505494505494
KR Puram,1156.0,2.0,72.0,2,6228.3737024221455
Bellandur,924.0,2.0,35.11,2,3799.78354978355
Thubarahalli,1330.0,2.0,75.0,2,5639.097744360903
other,1800.0,3.0,140.0,3,7777.777777777777
Bellandur,1785.0,3.0,118.0,3,6610.644257703081
Hebbal,1645.0,3.0,120.0,3,7294.83282674772
Gottigere,1235.0,2.0,63.0,2,5101.214574898785
Anandapura,900.0,2.0,48.0,2,5333.333333333333
Whitefield,1215.0,2.0,62.0,2,5102.880658436214
Sarjapur  Road,1525.0,2.0,87.0,3,5704.918032786885
other,1000.0,2.0,48.0,2,4800.0
Mysore Road,1560.0,3.0,120.0,3,7692.307692307692
Kasavanhalli,2100.0,3.0,110.0,3,5238.0952380952385
Kodichikkanahalli,1620.0,2.0,85.0,3,5246.913580246914
Marathahalli,1595.0,3.0,90.0,3,5642.633228840125
other,1095.0,2.0,38.52,2,3517.8082191780827
Thigalarapalya,1418.0,2.0,106.0,2,7475.317348377997
BTM 2nd Stage,1070.0,2.0,48.0,2,4485.981308411215
Hebbal,1645.0,3.0,117.0,3,7112.462006079028
Bannerghatta Road,1725.0,3.0,110.0,3,6376.811594202899
Sarjapur  Road,1346.0,2.0,71.32,2,5298.662704309063
Electronic City Phase II,1070.0,2.0,45.0,2,4205.607476635514
Begur Road,1225.0,2.0,35.52,2,2899.5918367346944
Kanakapura,1190.0,2.0,39.0,2,3277.3109243697477
other,1645.0,3.0,87.5,3,5319.148936170212
Marathahalli,1350.0,2.0,89.0,2,6592.592592592592
Vittasandra,1404.0,2.0,68.8,2,4900.284900284901
Dodda Nekkundi,1100.0,2.0,41.15,2,3740.909090909091
Thanisandra,1948.0,3.0,130.0,3,6673.511293634497
Singasandra,1464.0,3.0,56.0,3,3825.136612021858
Raja Rajeshwari Nagar,1210.0,2.0,45.0,2,3719.00826446281
other,1252.0,2.0,55.0,2,4392.97124600639
7th Phase JP Nagar,1130.0,2.0,73.0,2,6460.1769911504425
Thanisandra,1690.0,3.0,125.0,3,7396.449704142012
other,950.0,2.0,60.0,2,6315.789473684211
Marathahalli,1020.0,2.0,57.0,2,5588.235294117647
Marathahalli,1735.0,3.0,72.0,3,4149.85590778098
Sarjapur  Road,915.0,2.0,37.0,2,4043.7158469945357
other,1450.0,3.0,68.0,3,4689.6551724137935
